"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"17501",580799.32599,2853718.64198,34659,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",6834.79883,351.93298,580799.32599,2853718.64198
"17504",581305.01366,2854735.9163,34712,113,"Office Building.",680.78125,114.97811,581305.01366,2854735.9163
"17527",580809.72475,2852772.96662,37012,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1469.15625,154.42134,580809.72475,2852772.96662
"17528",575864.81382,2846624.3844,37016,113,"Office Building.",803.13867,126.45716,575864.81382,2846624.3844
"17557",580149.34484,2853774.63151,37535,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7695.00586,534.53908,580149.34484,2853774.63151
"17570",580320.81783,2854781.79885,37669,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2855.78906,236.42928,580320.81783,2854781.79885
"17617",580919.21149,2852177.0973,39413,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2136.74609,188.4739,580919.21149,2852177.0973
"17625",580298.88428,2854746.6045,39552,113,"Office Building.",1045.5957,129.33189,580298.88428,2854746.6045
"17627",580749.28773,2853612.29514,39557,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11756.18945,536.91635,580749.28773,2853612.29514
"17631",581288.54561,2850873.59583,39619,113,"Office Building.",799.5332,133.95911,581288.54561,2850873.59583
"17649",574750.7675,2847010.4335,39925,113,"Office Building.",2528.5,213.63505,574750.7675,2847010.4335
"17682",580735.11472,2855007.29343,40280,113,"Office Building.",558.80859,98.98153,580735.11472,2855007.29343
"17694",580429.69084,2853290.00864,40506,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5912.56836,365.32941,580429.69084,2853290.00864
"17703",580384.84621,2853131.57524,40696,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2335.03711,204.97406,580384.84621,2853131.57524
"17706",580913.64837,2849297.98953,40726,113,"Office Building.",2324.10156,195.35369,580913.64837,2849297.98953
"17722",580369.31442,2853097.8619,40933,339,"Industrial Extensive",1488.58398,215.96183,580369.31442,2853097.8619
"17746",581215.26051,2857155.61462,41207,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2333.74219,205.16692,581215.26051,2857155.61462
"17767",581267.39111,2850690.0756,41420,113,"Office Building.",4625.55664,306.92604,581267.39111,2850690.0756
"17788",581205.70376,2850677.05152,41715,113,"Office Building.",3485.60156,248.76385,581205.70376,2850677.05152
"17795",581037.61381,2856842.50154,41774,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4250.79492,292.20395,581037.61381,2856842.50154
"17814",581169.51342,2849775.50462,41990,113,"Office Building.",6532.33203,323.05927,581169.51342,2849775.50462
"17822",580765.07304,2853926.75653,38082,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",601.45117,98.22492,580765.07304,2853926.75653
"17862",581517.29087,2850486.37511,38666,113,"Office Building.",9437.10352,422.19792,581517.29087,2850486.37511
"17882",579967.37941,2854677.66687,38985,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5517.10156,330.92848,579967.37941,2854677.66687
"17899",581190.16268,2854097.76541,42234,113,"Office Building.",3436.02734,286.36888,581190.16268,2854097.76541
"17907",581371.55588,2857498.51394,42337,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",12316.99414,643.39252,581371.55588,2857498.51394
"17950",580993.85834,2855263.2041,42841,113,"Office Building.",2126.38477,192.96269,580993.85834,2855263.2041
"18063",576318.26973,2845803.02439,46286,113,"Office Building.",3287.50195,237.12284,576318.26973,2845803.02439
"18088",580876.75573,2851815.70129,46649,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7210.27734,406.91654,580876.75573,2851815.70129
"18089",581002.18866,2853542.20207,46657,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1547.68555,158.96836,581002.18866,2853542.20207
"18107",580194.30295,2854985.2434,45043,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1076.20312,131.72575,580194.30295,2854985.2434
"18113",579871.73514,2855386.19106,45163,450,"Governmental/Public Administration (Other than Military or Penal).",718.97461,114.54226,579871.73514,2855386.19106
"18122",579258.17248,2856357.43765,45296,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2829.66992,234.2452,579258.17248,2856357.43765
"18123",579880.28657,2853957.46926,45304,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1356.93555,148.05629,579880.28657,2853957.46926
"18125",579803.46202,2854054.49199,45315,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2361.85352,220.56596,579803.46202,2854054.49199
"18127",580762.70132,2849071.40574,45322,113,"Office Building.",1389.81055,175.04916,580762.70132,2849071.40574
"18139",581115.17578,2857147.55592,45489,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5240.14648,378.20741,581115.17578,2857147.55592
"18162",579966.69249,2854735.09877,45815,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3329.66992,274.36785,579966.69249,2854735.09877
"18222",580240.32355,2853387.33414,44621,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1675.17578,179.39787,580240.32355,2853387.33414
"18231",581326.46764,2855104.44264,44757,113,"Office Building.",8127.86133,374.81078,581326.46764,2855104.44264
"18254",580085.22116,2853457.93084,47163,339,"Industrial Extensive",3451.8418,265.72943,580085.22116,2853457.93084
"18275",580051.68253,2854772.32822,47389,113,"Office Building.",1171.43359,136.91181,580051.68253,2854772.32822
"18308",580240.86519,2853776.00127,47843,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1666.79102,171.40395,580240.86519,2853776.00127
"18328",580579.72931,2852962.91202,48133,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1806.96875,170.06511,580579.72931,2852962.91202
"18331",580915.49436,2853022.31921,48171,450,"Governmental/Public Administration (Other than Military or Penal).",3409.65039,238.29005,580915.49436,2853022.31921
"18340",580744.26911,2853826.11844,48375,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3904.55273,359.86252,580744.26911,2853826.11844
"18358",581328.18262,2856714.42059,48626,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4233.08398,260.73018,581328.18262,2856714.42059
"18360",580892.13952,2857490.77328,48655,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2066.14648,181.86421,580892.13952,2857490.77328
"18365",581002.31633,2849708.54144,48701,450,"Governmental/Public Administration (Other than Military or Penal).",6999.23828,382.05405,581002.31633,2849708.54144
"18370",580618.95235,2854475.55293,48807,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",265.23633,86.45882,580618.95235,2854475.55293
"18394",580238.77515,2853805.97593,49145,113,"Office Building.",189.94336,65.26447,580238.77515,2853805.97593
"18416",577858.46384,2856303.6634,49460,113,"Office Building.",2747.78125,221.83809,577858.46384,2856303.6634
"18428",579973.95856,2856324.44677,49597,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",959.7832,133.66446,579973.95856,2856324.44677
"18443",580350.67966,2853145.37059,49828,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2067.06641,195.13125,580350.67966,2853145.37059
"18461",580468.18532,2854072.56073,50059,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",229.5918,60.94346,580468.18532,2854072.56073
"18465",579932.31799,2853859.09889,50106,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1300.78906,144.38481,579932.31799,2853859.09889
"18478",580211.61022,2852393.39756,50288,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1240.8418,140.91124,580211.61022,2852393.39756
"18487",581093.28248,2852392.94672,50457,113,"Office Building.",1270.90625,142.68312,581093.28248,2852392.94672
"18501",579682.2903,2856313.93447,50649,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1635.37305,162.81573,579682.2903,2856313.93447
"18531",576655.87427,2847056.15215,50968,339,"Industrial Extensive",3942.43945,268.37594,576655.87427,2847056.15215
"18565",579744.83061,2853926.62223,53443,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",8629.33008,544.22124,579744.83061,2853926.62223
"18580",580747.20131,2852318.57304,53660,450,"Governmental/Public Administration (Other than Military or Penal).",1518.57812,160.25761,580747.20131,2852318.57304
"18593",581175.95958,2854647.68828,53874,113,"Office Building.",2780.86719,221.73489,581175.95958,2854647.68828
"18614",581127.78148,2853875.7159,54332,113,"Office Building.",580.08203,97.80529,581127.78148,2853875.7159
"18642",581297.42686,2857443.88559,54664,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",23399.02344,1002.12643,581297.42686,2857443.88559
"18655",581350.63573,2850932.42747,54918,113,"Office Building.",545.92773,93.96528,581350.63573,2850932.42747
"18659",580031.92233,2853601.51641,54975,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",898.82031,119.95771,580031.92233,2853601.51641
"18665",580243.50228,2853711.28778,51058,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1253.68359,142.2366,580243.50228,2853711.28778
"18675",574776.30453,2845961.99191,51208,450,"Governmental/Public Administration (Other than Military or Penal).",10767.70508,429.39669,574776.30453,2845961.99191
"18698",581120.47991,2856924.43091,51680,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",4801.01953,316.82561,581120.47991,2856924.43091
"18700",580635.41681,2852960.50045,51728,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1106.37305,154.08222,580635.41681,2852960.50045
"18766",580256.14663,2856422.76182,52575,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5816.63867,308.4458,580256.14663,2856422.76182
"18769",581178.31034,2854029.29573,52628,113,"Office Building.",3870.47852,295.5275,581178.31034,2854029.29573
"18791",581517.42397,2856604.06812,55045,113,"Office Building.",3091.11133,240.61726,581517.42397,2856604.06812
"18798",581175.78221,2854120.46893,55098,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",580.88281,103.80178,581175.78221,2854120.46893
"18799",581283.01284,2856863.95868,55123,339,"Industrial Extensive",1311.50391,144.89895,581283.01284,2856863.95868
"18810",580150.87547,2857323.08227,55284,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1566.42383,202.85814,580150.87547,2857323.08227
"18828",581219.5114,2853952.04759,55510,113,"Office Building.",1224.91406,140.10849,581219.5114,2853952.04759
"18830",575714.59179,2845299.21093,55547,113,"Office Building.",1031.83008,127.23352,575714.59179,2845299.21093
"18887",580252.23737,2853638.32443,56412,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",482.26172,91.98453,580252.23737,2853638.32443
"18903",580529.2192,2853294.32807,56637,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",5970.75,367.05573,580529.2192,2853294.32807
"18914",580084.85736,2853548.68014,56825,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",10125.33594,629.97818,580084.85736,2853548.68014
"18920",579759.30699,2853516.76377,56885,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",18757.9082,666.75016,579759.30699,2853516.76377
"18966",580087.44715,2853614.71055,57565,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",2717.37305,227.54679,580087.44715,2853614.71055
"18971",581232.39027,2853628.63375,57717,113,"Office Building.",1530.00391,156.71252,581232.39027,2853628.63375
"18983",580617.07186,2854516.65232,57882,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1132.68555,135.33857,580617.07186,2854516.65232
"18996",580379.27467,2853612.51007,58104,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",3564.6582,329.09136,580379.27467,2853612.51007
"19007",581060.60952,2855025.47309,58352,113,"Office Building.",1149.96875,137.31824,581060.60952,2855025.47309
"19008",580844.91962,2854769.95931,58354,113,"Office Building.",537.02734,98.08128,580844.91962,2854769.95931
"19016",580578.92311,2853533.61057,58444,113,"Office Building.",5693.08203,312.54156,580578.92311,2853533.61057
"19027",581428.48311,2856771.90534,58645,113,"Office Building.",3207.20508,229.62896,581428.48311,2856771.90534
